site,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,M,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NP,LEQf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BIO,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI,H,species_richness,count,habitat
BA-01,4190.330555555555,-3.9204263632338384e-11,1.1803647246394117e-05,-0.6330240034769643,30.257823537474287,93.32304281710474,-46.60740900976088,1.6567530154602974,0.004777356242443924,0.9370226110463359,0.1571787995244546,812.1428571428571,6.002392050446497,0.1036522989300229,0.03638405318717138,2.8252826473577235,3.4020806663388284e-05,8.806660336891221e-09,12.016863971154052,169.34060026414835,15.738095238095237,39.15085134590464,-56.70352594569803,2.854377291602676,0.356044230515763,0.06399030046190472,0.3958235104172371,0.29931290011853956,0.059034751876462115,13.985426368334245,2.510978556135195,299.19788954725743,-0.8092936008119211,0.1314178184230324,0.022665880568892714,0.0018248163623157026,12.842166281257464,0.02939553755743961,1.8541136462777033,0.3865374262773417,0.13658983745721084,0.14465322960916316,0.1257117371763481,0.1335045625846883,689.6845703125,8.95663615239258,0.009008524861502814,0.046389328573499575,0.13443750194981618,0.5319374149089015,0.29617933114376116,1.179450879977207,3.060452856475196,9862.08069575835,0.7280381490225246,0.20721337582429902,1.2619166888204973,73.09927591463415,0.8881627367240935,0.33485248175563254,4.357142857142857,42,Arable land
BA-02,6681.924206349206,8.57099719967943e-12,3.4126428376249494e-06,-0.3095175031989334,17.001316456611804,87.9987380584582,-50.12808510507619,1.0571787226742582,0.003194841507531986,0.9620724745933396,0.10733869704258707,554.6190476190476,5.23780246989801,0.05892246583169744,0.03373174502429986,1.7387576219512195,2.590108860312964e-05,3.1456549599663747e-09,11.852362644963879,163.23188864590267,5.666666666666667,34.888893870641404,-60.49299146722944,2.381885337870843,0.43453270634599667,0.01992271866730989,0.3430913289027456,0.2778674254578141,0.026443609269132938,11.639889661430303,2.0096610439133875,297.55113682727875,-0.8436585328502033,0.0887085807220181,0.0083868988391594,0.0004643004991055358,5.178544151218549,0.011268810089608547,2.0851279507504414,0.1986328124720959,0.13615640570937476,0.13702941141965527,0.12675591771537692,0.13129339377604018,678.2616722470239,7.019742122609583,0.006158358711031796,0.04603971423807468,0.09529438738901404,0.5236486353975236,0.3078700018884062,1.32762357662106,3.5856555504550705,16822.948693777173,0.7820386546519309,0.3866393594017869,1.2241340300039614,23.48513719512195,0.2282336545729403,0.41914804224872865,2.5952380952380953,42,Arable land
BA-03,3669.4293650793647,7.72358867129906e-13,1.0929411265102028e-05,-0.15373771096770888,13.236372786746818,93.41382026840866,-46.4393435805937,1.4306965853098303,0.004935800120574045,0.9487427915965657,0.15173214631314105,784.0,5.551401492306928,0.09433031970287627,0.032476466849464244,2.8741107723577235,3.0407078956369853e-05,1.0365829758174028e-08,12.82225486856747,184.7455237996785,5.476190476190476,39.51162101634531,-56.008386884343174,2.5200079006884835,0.29733226580808697,0.014604719517796834,0.3286828906374605,0.26431095792365655,0.06721266453389328,10.16538000727169,2.2451949489951684,298.6866064756804,-0.9438213263387496,0.029536855939887124,0.02639007118727925,0.0005006420448206429,7.7385463840663045,0.032556433739203444,1.6907459374754734,0.45284094642415323,0.1445922427092269,0.14176752248078334,0.12617575148044255,0.13352413236212501,689.7856677827381,7.024390964714278,0.007522563035207265,0.045926024032163726,0.11731844788483932,0.5297837012231211,0.28844420120142794,1.029201413653293,2.668291738921319,6800.200345763566,0.6875702302933531,0.15975253673091086,1.2342823361785404,60.28487042682927,0.5245519511158121,0.28312829613814905,3.2142857142857144,42,Arable land
BA-04,4385.827380952381,-3.072981872019657e-11,8.838832151272663e-06,-0.026765961682788674,6.772353114264671,92.29558077418689,-46.54212079324742,1.3110572242745644,0.004872108796250898,0.9614354725953983,0.14847429198116247,767.1666666666666,5.290409322007321,0.09657902255154042,0.03687692057995934,2.53271087398374,3.768411504914037e-05,7.764217745806993e-09,10.899616189426734,143.30932406159783,10.119047619047619,38.71690293029193,-57.19842896213502,2.9153318924269525,0.4181338784720089,0.06719248709160792,0.3972528068103812,0.29663398981603434,0.06376540760435777,12.30000180739763,2.4599767354077597,299.6480993982889,-0.7843293534043954,0.13890205431840993,0.020490443019214728,0.0026027796661884763,16.28362815268202,0.027677838515296843,2.1412886208901196,0.22853689411484263,0.14573436478321938,0.16005986035705236,0.12664039876508656,0.140435036332453,725.4873976934524,10.08287765778984,0.015063408599381442,0.052810359365443406,0.1901467425779359,0.5326684506053739,0.3087824537334576,1.3866238076992872,3.4858525437337846,12581.12866307956,0.7858016662880593,0.24870863329213885,1.295034136149176,84.31783536585365,1.442915517324816,0.4014335854822148,4.833333333333333,42,Arable land
BA-05,3421.648412698413,9.450862209513553e-12,0.00013433477043624958,-1.0625384971478355,53.005201496671376,99.3843612775976,-45.83659127186426,5.468773258830309,0.005256666886689626,0.832573918112912,0.21410139438008602,1106.2619047619048,10.10610603680706,0.17394730293898086,0.05743640781910259,2.861010543699187,3.939706826852197e-05,3.685763551732499e-08,13.392540000227903,203.2262882060476,3.738095238095238,42.45222401784016,-56.5008210002609,5.953045018101055,0.2714886198695434,0.014991708446825028,0.18766033875267368,0.14618866817572243,0.02560725236698239,4.744262777140881,0.8532587252942874,298.9540994658303,-0.9402872535308691,0.0333479381862953,0.09134379336387387,0.0012106610235932142,10.281968774333498,0.10945643618054415,1.306160616097444,0.5583655082719763,0.14516551012955486,0.16451537500932864,0.13157721187734195,0.1443289179450574,745.6031901041666,7.599243491664561,0.016961758026381238,0.052667586133455284,0.23750700308992692,0.5269896197241382,0.27332120236438556,0.932305126468165,2.4712322813882994,5820.330897849544,0.6430910690741852,0.12037406230630349,1.264774819913821,21.246189024390244,0.5172128344901645,0.2345805558504066,1.0714285714285714,42,Arable land
BA-06,4068.9797619047617,1.4298046097364417e-10,2.5942015697859614e-05,-0.5465821636085617,23.178047370998584,94.96173134709161,-46.11421575924862,2.6171277266820514,0.005134235568725352,0.9180658126874983,0.17914973227533704,925.6666666666666,6.942188997555547,0.13012063737823362,0.04316444352720903,2.876492632113821,3.830142516168748e-05,1.6291226618951796e-08,11.848668547394844,168.20026997986452,4.976190476190476,40.758680994403484,-56.08841903902559,3.847100033429073,0.34046489377304057,0.056968397261424025,0.2102948829598278,0.167415519460083,0.060203525364861725,7.196301776636448,1.5270899633405388,301.087122553149,-0.8015459311804705,0.16774927643745915,0.03903056684531886,0.005941612265596298,11.559689820783044,0.054226347909439046,1.5950306259683158,0.4726203907256207,0.1423171182790131,0.15775815130191023,0.12739586105095815,0.1396412811186466,721.3868582589286,9.179405072589352,0.013453735893917133,0.048774012738373604,0.18996450123228378,0.5372237463255543,0.29187403091183184,1.1945352279829966,2.9535261376901163,7654.861258817897,0.7165141472855184,0.17890379264330708,1.3174004831625763,42.80201981707317,0.8937402133109341,0.31630445816045444,1.5,42,Arable land
BA-07,6267.670238095237,7.425382788853517e-12,4.030518080059087e-06,-0.40779611270130056,15.150855985160181,88.69133301814102,-49.43242329723306,1.0836008394188172,0.0034672061921591593,0.9630960331047506,0.10914042412010282,563.9285714285714,5.249304090660713,0.061392352567115435,0.034820274599001395,1.7415364583333333,2.7758972784793762e-05,4.0708970392153085e-09,11.698928074847148,157.24858193554806,7.142857142857143,35.90213988633261,-59.68375844124727,2.5858983275798857,0.41854681745763145,0.013491443326443454,0.3310432005043198,0.2664627488098163,0.055077591015506876,10.078487260036445,2.185600250519302,299.9661249640604,-0.849980225600275,0.08594908009704295,0.010829849541629863,0.000539541867115031,8.837621579503894,0.014202104269976838,2.021205394694731,0.2538350942689413,0.1385287090676667,0.1415314832510979,0.12598530345760084,0.13276125310811993,685.8446335565476,7.172832157308467,0.00672146240355893,0.04539827586644972,0.10870579943883103,0.5331962387695213,0.30817885468316497,1.3387980970266657,3.484823358447572,15315.469147922375,0.7792226564815563,0.32612568358032784,1.237919683615924,58.212652439024396,0.5330477910168132,0.4047174289462373,3.8095238095238093,42,Arable land
BA-09,5297.345287642213,-2.976236931318167e-11,1.7351368862477025e-05,0.7673091074740448,67.9771259938477,94.98622931497061,-46.62110861822078,3.356768327976566,0.00471495671223744,0.876499861316797,0.1717026445712181,887.2619047619048,8.369697563503683,0.12616520282137275,0.0524576714341328,2.37849263830933,4.059902227144819e-05,1.5956550747132277e-08,12.75809135621657,181.05870372255646,6.738095238095238,41.600921073665866,-56.30362380224799,4.904544875913864,0.30273906461042044,0.012549262841518971,0.287291215047115,0.2209810988836013,0.031942369485777417,9.9753212163509,1.9406403887419639,299.9206635334741,-0.9192116865599609,0.042875750675411,0.040562390133101534,0.0013921422963196928,5.309812026444539,0.052274003785871485,1.5050472938526174,0.5164234231583381,0.15286256929370914,0.1583215623998307,0.13367369719475364,0.14396259943574835,743.7727399553571,7.6714145702922805,0.01594198348404587,0.05606825776811995,0.22940694894090283,0.5290978687499773,0.29147805232151747,1.0510299391880256,2.7089380729255614,7279.081137354367,0.6962586160457347,0.167345389220656,1.2667302235607356,31.8424685990951,0.4197525347382701,0.2667184054920938,2.642857142857143,42,Arable land
BA-10,4389.854904402816,-2.9268506354272826e-11,0.00011692951849943724,-0.0019489605902227882,36.273987460216425,99.81560901085922,-45.29313946258132,5.704434033879839,0.005801294470994528,0.8420722317117987,0.2518349718902157,1301.357142857143,10.343770567928594,0.22131818028261488,0.06412519873824744,3.2295050379568346,4.6666320279121695e-05,7.63900853539063e-08,13.728997000521055,210.59154417547103,5.0476190476190474,45.191848101681664,-55.59118434626208,7.783032447943755,0.24567190761894203,0.03912278823955597,0.28404586779177504,0.23205674571217147,0.05151754982907895,8.966237917355846,1.9726127310509796,299.7000347297162,-0.9439575403339995,0.03020813650407899,0.1874319482856157,0.0016472730084766143,6.514836037063836,0.21983441431957232,0.8210103539649384,0.7085978386877165,0.13862055642697194,0.14195714296556058,0.1266627906472679,0.13327522956447616,688.5565941220239,8.088025920274292,0.0074217697122489785,0.04621694723781697,0.11129935299136408,0.5333831998857801,0.26856023367801707,0.8681983127102241,2.295548350735399,4398.134205165455,0.6199984366459164,0.0966705916890864,1.253330445866599,48.75378811123122,0.6355328158963969,0.2123001359004666,2.0714285714285716,42,Arable land
BA-11,7506.225248591776,-4.2665166638346324e-11,3.237192172067552e-06,0.020853870042545037,12.189251965115533,88.65196101893058,-48.032823113832464,0.7175215893803106,0.003999700972116852,0.9780498667582597,0.08118632920659322,419.5238095238095,4.659345419572507,0.0391045138732257,0.03258230689687507,1.151928288261497,3.617348624079031e-05,3.926273553712487e-09,10.334913418000308,129.05240463344987,7.738095238095238,36.97901440549256,-58.461129220667736,2.4401436261603076,0.4953137336816639,0.026197558994117544,0.3549128121879934,0.2793549317995899,0.03696990186441273,10.46078088072567,2.1370168299045997,299.69501292538433,-0.7485492163128965,0.16290949376610678,0.010815610209721147,0.0014632531526729618,6.689967018568655,0.015731559372539013,2.223174011927293,0.1080458162869523,0.13417946299557046,0.1430032232587513,0.1266238162626528,0.13320621857019305,688.2010323660714,7.679634828328413,0.007077839309944136,0.04673322721573431,0.11444569418385084,0.530646608048261,0.31801899441366854,1.5996474062206731,3.998603407818964,18848.91692225316,0.8356834881038256,0.38558845828034194,1.2465163572432612,48.252034855933765,0.6278443259304647,0.4845169297486637,3.380952380952381,42,Arable land
